,question_id,occurrences
2965,q8726,9073
2966,q9404,9071
2967,q5531,9069
2968,q2587,9065
2969,q6231,9064
2970,q2586,9063
2971,q8810,9060
2972,q3670,9057
2973,q8398,9057
2974,q2405,9054
2975,q840,9053
2976,q2404,9052
2977,q2403,9049
2978,q8834,9049
2979,q318,9044
2980,q472,9043
2981,q723,9043
2982,q5116,9040
2983,q932,9040
2984,q8425,9036
2985,q5557,9030
2986,q1212,9029
2987,q1387,9027
2988,q197,9024
2989,q2723,9024
2990,q2722,9023
2991,q2721,9018
2992,q693,9017
2993,q2093,9015
2994,q2092,9012
2995,q2091,9011
2996,q4196,9006
2997,q2513,9004
2998,q8595,9002
2999,q2512,9002
3000,q2511,9001
3001,q2057,9000
3002,q2995,8999
3003,q2996,8997
3004,q2994,8996
3005,q2056,8995
3006,q901,8992
3007,q2055,8988
3008,q528,8982
3009,q9806,8980
3010,q6042,8976
3011,q5133,8966
3012,q613,8960
3013,q6031,8959
3014,q268,8951
3015,q6556,8941
3016,q953,8939
3017,q6555,8937
3018,q6554,8935
3019,q6553,8932
3020,q4061,8932
3021,q6180,8928
3022,q6534,8926
3023,q10039,8924
3024,q2858,8922
3025,q2857,8920
3026,q2856,8917
3027,q481,8914
3028,q31,8914
3029,q1321,8910
3030,q4822,8910
3031,q9807,8907
3032,q6013,8900
3033,q950,8897
3034,q5076,8896
3035,q8948,8890
3036,q1138,8884
3038,q392,8883
3037,q8914,8883
3039,q37,8877
3040,q8837,8877
3041,q709,8877
3042,q4931,8873
3043,q1144,8872
3044,q10304,8871
3045,q983,8868
3046,q72,8854
3047,q9817,8853
3048,q8155,8852
3049,q7764,8845
3050,q578,8845
3051,q7763,8845
3052,q4057,8832
3053,q630,8822
3054,q615,8820
3055,q1306,8820
3056,q632,8818
3057,q2515,8817
3058,q2514,8816
3059,q1043,8815
3060,q445,8814
3061,q2516,8813
3062,q5511,8812
3063,q5520,8810
3064,q6496,8809
3065,q1035,8803
3066,q2284,8796
3067,q2283,8795
3068,q6467,8795
3069,q27,8794
3070,q2285,8794
3071,q6024,8789
3072,q9477,8782
3073,q4532,8775
3074,q8958,8771
3076,q6047,8770
3075,q5354,8770
3077,q5642,8768
3078,q10325,8760
3079,q8604,8756
3080,q1832,8751
3081,q8698,8750
3082,q8115,8744
3083,q9454,8743
3084,q1831,8742
3085,q1830,8742
3086,q5481,8738
3087,q903,8731
3088,q4095,8729
3089,q76,8727
3090,q3828,8721
3091,q288,8718
3092,q14,8718
3093,q151,8716
3094,q6727,8711
3095,q2401,8711
3096,q2400,8710
3097,q2402,8709
3098,q344,8707
3099,q146,8706
3100,q1313,8697
3101,q551,8694
3102,q4556,8690
3103,q5515,8688
3104,q9815,8685
3105,q4084,8682
3106,q6060,8681
3107,q2677,8680
3108,q9800,8680
3109,q2678,8680
3110,q2676,8678
3111,q521,8676
3112,q10104,8668
3113,q9816,8666
3114,q4437,8660
3115,q144,8659
3116,q3459,8657
3117,q8064,8653
3118,q2380,8653
3119,q3460,8653
3120,q2379,8652
3121,q3461,8651
3122,q4101,8651
3123,q990,8649
3124,q2381,8649
3125,q811,8647
3126,q6086,8645
3127,q248,8645
3128,q6203,8644
3129,q6540,8642
3130,q3776,8641
3131,q636,8640
3132,q3839,8636
3133,q8737,8633
3134,q3899,8630
3135,q845,8626
3136,q6103,8623
3137,q6395,8610
3138,q9906,8604
3139,q4019,8603
3140,q1736,8603
3141,q1735,8599
3142,q8812,8592
3143,q1734,8590
3144,q3970,8584
3145,q1210,8582
3146,q4363,8580
3147,q9,8579
3148,q863,8578
3149,q6399,8572
3150,q1793,8572
3151,q44,8572
3152,q1791,8570
3153,q5762,8570
3155,q1792,8568
3154,q1377,8568
3156,q831,8564
3157,q5092,8563
3158,q5675,8562
3159,q8923,8556
3160,q894,8551
3161,q4766,8550
3162,q5501,8549
3163,q620,8541
3164,q2672,8536
3165,q2671,8533
3166,q2020,8530
3167,q2670,8530
3168,q2019,8530
3169,q2021,8529
3170,q5503,8529
3171,q1714,8528
3172,q6121,8528
3173,q1083,8527
3174,q1064,8524
3175,q1713,8523
3176,q2172,8523
3177,q3926,8522
3178,q2173,8520
3179,q1715,8519
3180,q2174,8518
3181,q1586,8515
3182,q1585,8515
3183,q1584,8512
3184,q4835,8504
3185,q8808,8500
3186,q7016,8500
3187,q7014,8500
3188,q7017,8499
3189,q7013,8498
3190,q7015,8497
3191,q1117,8490
3192,q1049,8488
3193,q3799,8488
3194,q128,8484
3195,q687,8481
3196,q33,8476
3197,q9375,8476
3198,q965,8475
3199,q868,8474
3200,q9828,8468
3201,q8836,8464
3202,q912,8458
3204,q3792,8457
3203,q1283,8457
3205,q1332,8456
3206,q1242,8453
3207,q7386,8452
3208,q5358,8451
3209,q5112,8449
3210,q1766,8448
3211,q1765,8448
3212,q7388,8448
3214,q1764,8446
3213,q7385,8446
3215,q8691,8444
3216,q7387,8443
3217,q7384,8443
3218,q8728,8442
3219,q5615,8441
3220,q8093,8439
3221,q8686,8434
3222,q6406,8434
3223,q4328,8431
3224,q5494,8425
3225,q496,8418
3226,q9410,8413
3227,q9827,8411
3228,q6191,8410
3229,q1093,8408
3230,q5036,8408
3231,q6144,8404
3232,q374,8402
3233,q706,8400
3234,q3667,8399
3235,q1299,8397
3236,q8682,8395
3237,q4132,8392
3238,q6542,8391
3239,q6743,8386
3240,q432,8386
3241,q8733,8385
3242,q4531,8380
3243,q1220,8376
3244,q492,8368
3247,q5098,8358
3246,q4139,8358
3245,q5622,8358
3248,q9824,8356
3249,q8593,8355
3250,q8920,8355
3251,q579,8353
3252,q8833,8348
3253,q5849,8339
3255,q4119,8336
3254,q1728,8336
3256,q1729,8335
3257,q1730,8333
3258,q3509,8330
3259,q3508,8330
3260,q4150,8328
3261,q3507,8325
3262,q2033,8315
3263,q4947,8315
3264,q1215,8314
3266,q2031,8312
3265,q2032,8312
3267,q3908,8311
3268,q9351,8310
3269,q8084,8307
3270,q891,8306
3271,q593,8305
3272,q2028,8305
3273,q3591,8305
3274,q3592,8304
3275,q2029,8303
3276,q2030,8301
3277,q3593,8300
3278,q1217,8293
3279,q18,8292
3280,q126,8280
3281,q2383,8277
3282,q2210,8274
3283,q2384,8274
3284,q8817,8272
3285,q2382,8272
3287,q2208,8271
3286,q2209,8271
3288,q314,8267
3289,q9352,8263
3290,q5734,8259
3291,q1357,8258
3292,q8998,8250
3293,q9376,8240
3294,q1597,8230
3295,q1596,8226
3296,q10255,8225
3297,q1598,8223
3298,q10128,8222
3299,q4818,8221
3300,q1262,8216
3301,q8731,8216
3302,q3168,8208
3303,q3169,8208
3304,q3170,8205
3305,q6796,8203
3306,q1890,8200
3307,q1892,8200
3308,q1891,8199
3309,q1611,8199
3310,q1612,8197
3311,q5260,8197
3312,q1613,8197
3313,q880,8195
3315,q5489,8194
3314,q8077,8194
3316,q8746,8189
3317,q1606,8188
3318,q1607,8187
3319,q1605,8184
3320,q688,8181
3321,q5024,8181
3322,q1561,8176
3323,q1562,8175
3324,q1560,8174
3325,q8598,8170
3326,q8732,8166
3327,q1004,8165
3328,q1099,8164
3329,q6795,8159
3330,q8805,8158
3331,q5235,8155
3332,q631,8150
3333,q6794,8149
3334,q6793,8147
3335,q8828,8144
3336,q4992,8144
3337,q6489,8139
3338,q8723,8135
3339,q6538,8128
3340,q1209,8122
3341,q1095,8112
3342,q4848,8110
3343,q733,8107
3344,q1032,8097
3345,q8919,8095
3346,q727,8093
3347,q1880,8091
3348,q6414,8090
3349,q4202,8090
3350,q1878,8089
3351,q1879,8089
3352,q3703,8084
3354,q85,8083
3353,q8592,8083
3356,q24,8080
3355,q49,8080
3357,q1341,8064
3358,q3482,8063
3359,q3481,8057
3360,q3480,8055
3361,q10032,8052
3362,q2602,8050
3364,q2603,8045
3363,q9359,8045
3365,q8153,8042
3366,q2601,8041
3367,q253,8039
3368,q8751,8034
3369,q8663,8023
3370,q8750,8020
3371,q133,8019
3372,q8979,8016
3373,q8532,8015
3374,q9364,8013
3375,q5583,8011
3376,q5326,8010
3377,q5335,8010
3378,q9781,8009
3379,q4143,8008
3380,q3918,8008
3381,q5109,8000
3384,q2309,7999
3383,q2308,7999
3382,q2307,7999
3385,q94,7997
3386,q4004,7993
3387,q1106,7986
3388,q6230,7976
3389,q1223,7976
3390,q5379,7973
3391,q255,7970
3392,q6394,7969
3393,q841,7968
3394,q6396,7967
3395,q8146,7967
3396,q3476,7964
3397,q3475,7963
3398,q3474,7959
3399,q2690,7958
3400,q9447,7956
3401,q601,7956
3402,q2689,7952
3403,q2688,7950
3404,q5084,7948
3405,q3845,7948
3406,q9017,7944
3407,q914,7937
3408,q9540,7934
3409,q1077,7925
3412,q2908,7923
3413,q2909,7923
3411,q4668,7923
3410,q381,7923
3414,q2907,7922
3415,q1221,7918
3416,q4841,7909
3417,q1924,7907
3418,q3822,7907
3419,q1925,7907
3420,q1923,7907
3422,q4649,7898
3421,q39,7898
3423,q923,7893
3424,q6483,7893
3425,q5341,7888
3426,q1328,7885
3427,q2606,7884
3428,q2605,7883
3429,q6495,7883
3430,q1151,7881
3431,q1993,7881
3432,q2604,7881
3434,q343,7877
3433,q5709,7877
3435,q1994,7874
3436,q515,7873
3437,q9392,7870
3438,q5480,7870
3439,q1992,7870
3440,q5915,7867
3441,q9022,7864
3442,q4821,7845
3443,q6401,7840
3444,q5472,7837
3445,q807,7836
3446,q8226,7834
3447,q8223,7832
3448,q5967,7832
3449,q8225,7831
3450,q8224,7831
3451,q8222,7831
3452,q9825,7829
3453,q9031,7819
3454,q5906,7814
3455,q8825,7806
3456,q8135,7802
3457,q8139,7799
3458,q5404,7797
3459,q10329,7791
3460,q340,7786
3461,q4595,7786
3462,q785,7783
3463,q798,7781
3464,q8972,7778
3465,q1533,7778
3466,q9798,7777
3467,q1535,7777
3468,q1534,7776
3469,q7256,7771
3470,q7254,7771
3471,q7252,7770
3472,q7255,7768
3474,q7253,7767
3473,q8072,7767
3475,q349,7764
3476,q9821,7761
3477,q2416,7753
3478,q2415,7752
3479,q2417,7751
3480,q898,7746
3481,q5513,7744
3482,q1706,7741
3483,q1705,7740
3485,q1704,7739
3484,q5627,7739
3486,q1245,7737
3487,q8209,7737
3488,q4263,7737
3489,q9572,7732
3490,q4816,7730
3491,q834,7727
3492,q5479,7724
3493,q1355,7722
3494,q4350,7719
3495,q8925,7714
3496,q1123,7714
3497,q3975,7712
3498,q8054,7711
3499,q170,7711
3500,q1990,7709
3501,q1991,7704
3502,q1989,7703
3503,q2389,7699
3504,q2390,7698
3505,q8926,7695
3506,q6007,7694
3507,q5399,7694
3508,q2388,7694
3509,q8050,7692
3510,q2183,7690
3511,q2182,7688
3512,q2181,7685
3513,q8055,7684
3514,q951,7682
3515,q2296,7681
3516,q8985,7679
3517,q2297,7678
3518,q2295,7677
3519,q8788,7674
3520,q9569,7657
3521,q2423,7657
3522,q2422,7655
3523,q2421,7653
3524,q8829,7648
3525,q9378,7648
3527,q8725,7647
3526,q6479,7647
3528,q409,7645
3529,q8151,7635
3530,q4123,7632
3531,q10700,7631
3532,q10703,7631
3533,q10701,7630
3534,q10702,7629
3535,q4731,7626
3536,q4126,7624
3537,q113,7622
3538,q5111,7621
3539,q4130,7618
3540,q5317,7618
3541,q812,7617
3542,q5972,7615
3543,q5838,7610
3544,q443,7610
3545,q9343,7610
3546,q9405,7609
3547,q5764,7600
3548,q933,7600
3549,q3524,7588
3550,q437,7588
3551,q783,7587
3552,q3818,7587
3553,q3522,7587
3554,q789,7584
3555,q3523,7581
3556,q8736,7580
3557,q36,7580
3558,q1059,7577
3559,q3080,7576
3560,q8931,7576
3561,q199,7573
3562,q1046,7573
3563,q3079,7572
3564,q3078,7571
3565,q331,7565
3566,q5054,7564
3567,q3352,7561
3568,q7083,7561
3569,q3353,7559
3570,q3351,7558
3571,q8818,7558
3572,q8918,7558
3573,q1935,7558
3575,q2662,7556
3574,q1937,7556
3577,q277,7554
3576,q5923,7554
3578,q1936,7553
3579,q2663,7552
3580,q8803,7551
3581,q9419,7550
3582,q2661,7549
3583,q9558,7548
3584,q1244,7546
3586,q316,7537
3585,q7079,7537
3587,q7081,7536
3588,q7082,7536
3589,q5423,7535
3590,q7080,7534
3591,q9084,7533
3592,q1396,7528
3593,q118,7527
3595,q991,7526
3594,q6393,7526
3596,q6278,7525
3597,q418,7518
3598,q3947,7513
3599,q553,7509
3600,q4406,7508
3601,q3787,7507
3602,q8105,7505
3603,q1827,7503
3604,q1828,7502
3605,q1829,7499
3606,q1601,7498
3607,q6487,7498
3608,q5950,7497
3609,q137,7495
3610,q1600,7494
3611,q8083,7492
3612,q8087,7491
3613,q1599,7491
3614,q9775,7485
3615,q3041,7484
3616,q3183,7483
3617,q3185,7483
3618,q3184,7482
3619,q6480,7480
3620,q3040,7479
3621,q3039,7479
3622,q2825,7468
3623,q2824,7467
3624,q9462,7466
3626,q2823,7465
3625,q1181,7465
3627,q45,7460
3628,q8938,7459
3629,q7986,7456
3630,q7984,7455
3631,q7985,7454
3632,q7987,7453
3633,q7983,7452
3634,q3007,7452
3635,q941,7451
3636,q3006,7449
3637,q10608,7449
3638,q10607,7448
3639,q10606,7448
3640,q3008,7447
3641,q10609,7445
3642,q2292,7444
3643,q1380,7443
3644,q2293,7441
3645,q2294,7438
3646,q479,7438
3647,q1943,7437
3648,q7605,7437
3649,q208,7437
3650,q1941,7436
3651,q58,7436
3654,q7607,7435
3655,q1320,7435
3653,q1942,7435
3652,q7603,7435
3656,q7604,7434
3657,q1168,7432
3658,q3917,7431
3659,q2198,7431
3660,q7606,7430
3661,q2196,7430
3662,q2197,7429
3664,q1631,7425
3663,q853,7425
3665,q1630,7424
3666,q9344,7423
3667,q1629,7420
3668,q23,7410
3669,q8721,7409
3670,q2983,7408
3671,q4683,7407
3672,q2984,7406
3673,q1372,7406
3674,q2982,7403
3675,q47,7402
3676,q4870,7402
3677,q5570,7398
3678,q2260,7396
3679,q2261,7393
3680,q2259,7392
3681,q1002,7391
3682,q5699,7377
3683,q1001,7367
3684,q2485,7365
3685,q5474,7360
3686,q2486,7359
3687,q4265,7358
3688,q813,7353
3689,q2484,7353
3690,q5851,7351
3691,q6211,7347
3692,q1581,7347
3693,q4371,7344
3695,q1582,7343
3694,q2557,7343
3696,q1583,7341
3697,q8989,7341
3698,q2558,7340
3699,q6099,7340
3700,q2556,7339
3701,q1391,7338
3702,q1861,7337
3703,q9783,7335
3704,q1118,7332
3705,q8129,7329
3706,q1383,7324
3707,q7970,7323
3708,q7968,7323
3709,q6385,7322
3710,q7972,7322
3711,q857,7322
3712,q4273,7321
3714,q7969,7320
3713,q7971,7320
3716,q864,7317
3715,q9001,7317
3717,q2,7315
3718,q9394,7311
3719,q6178,7309
3720,q4323,7309
3721,q6366,7307
3722,q9559,7303
3723,q1862,7301
3725,q1860,7299
3724,q5591,7299
3726,q9388,7297
3727,q1967,7291
3728,q4892,7289
3729,q8727,7287
3730,q766,7286
3731,q8073,7285
3732,q1966,7283
3733,q1227,7282
3736,q9395,7281
3734,q4065,7281
3735,q4687,7281
3737,q7701,7280
3738,q1965,7278
3739,q7702,7277
3740,q7700,7277
3741,q5878,7276
3742,q193,7268
3743,q10604,7264
3744,q10605,7263
3746,q10602,7262
3745,q10603,7262
3747,q771,7251
3748,q9041,7249
3749,q5102,7247
3750,q4194,7242
3751,q180,7240
3752,q74,7234
3753,q3957,7231
3754,q9759,7230
3755,q1270,7227
3756,q5702,7227
3757,q9337,7222
3758,q2117,7220
3759,q191,7220
3760,q9402,7218
3761,q1771,7217
3762,q1770,7217
3763,q1772,7217
3764,q163,7216
3765,q2585,7212
3766,q2116,7212
3767,q2115,7212
3768,q5714,7211
3769,q9379,7211
3770,q522,7208
3771,q2584,7207
3772,q2583,7207
3773,q3841,7205
3774,q1145,7203
3775,q571,7202
3776,q8735,7199
3777,q10079,7199
3778,q8748,7197
3779,q41,7196
3780,q6199,7192
3781,q1317,7188
3782,q3260,7179
3784,q1804,7176
3783,q674,7176
3785,q1805,7174
3786,q1803,7174
3787,q3258,7174
3788,q3113,7173
3789,q5559,7173
3790,q900,7173
3791,q3259,7172
3792,q3111,7169
3793,q5048,7167
3794,q3112,7166
3795,q2508,7165
3798,q2510,7162
3796,q2509,7162
3797,q8053,7162
3799,q8127,7161
3800,q1981,7158
3801,q1980,7157
3802,q1982,7157
3803,q2720,7155
3805,q2719,7153
3804,q2718,7153
3807,q3773,7151
3806,q9823,7151
3808,q2890,7148
3809,q9468,7146
3810,q2891,7143
3811,q1302,7142
3812,q9984,7141
3813,q8804,7138
3815,q2279,7136
3814,q2889,7136
3816,q2278,7133
3817,q69,7133
3818,q9374,7132
3819,q2277,7132
3820,q6035,7130
3821,q9561,7128
3822,q9361,7125
3824,q98,7122
3823,q6408,7122
3825,q1727,7116
3826,q8814,7115
3827,q9131,7114
3828,q1726,7112
3829,q1725,7110
3830,q5461,7107
3831,q473,7106
3832,q4579,7094
3833,q9529,7088
3834,q5037,7085
3835,q524,7081
3836,q6504,7080
3837,q6384,7079
3838,q8816,7079
3839,q5318,7071
3840,q9369,7070
3841,q1156,7068
3842,q1,7068
3843,q6077,7066
3845,q134,7060
3844,q513,7060
3846,q1970,7059
3847,q426,7056
3848,q1344,7055
3849,q1969,7054
3850,q2617,7052
3851,q2616,7051
3852,q2618,7051
3853,q1968,7050
3854,q2594,7050
3855,q2375,7049
3856,q2373,7048
3857,q2592,7045
3858,q2374,7045
3859,q2593,7043
3860,q8150,7041
3861,q6276,7041
3862,q4306,7034
3863,q5616,7032
3864,q6425,7024
3865,q8651,7023
3866,q6392,7019
3867,q5290,7017
3868,q1650,7015
3869,q1651,7012
3870,q9754,7012
3871,q1652,7011
3872,q8573,7008
3873,q3814,7007
3874,q4281,7003
3875,q1851,6995
3876,q8807,6994
3877,q4107,6993
3878,q1853,6993
3879,q1852,6993
3880,q3178,6987
3881,q3179,6987
3882,q6524,6984
3883,q3177,6983
3884,q3707,6977
3885,q9560,6976
3886,q9358,6975
3887,q1508,6962
3888,q1507,6962
3889,q4346,6962
3890,q1183,6961
3891,q6108,6960
3892,q1506,6960
3893,q8759,6960
3894,q2639,6954
3895,q9574,6953
3896,q5447,6952
3897,q2637,6951
3898,q2638,6951
3899,q9566,6947
3900,q6752,6947
3901,q2179,6947
3902,q2180,6946
3904,q3999,6945
3903,q690,6945
3905,q2178,6944
3906,q3752,6942
3907,q80,6937
3908,q6032,6935
3909,q8744,6929
3910,q6896,6926
3911,q9810,6926
3912,q5342,6923
3913,q8121,6922
3914,q8824,6920
3915,q6895,6916
3916,q6179,6913
3917,q4505,6912
3918,q2732,6911
3919,q2730,6910
3920,q6894,6910
3921,q5645,6907
3922,q4609,6907
3924,q2731,6906
3923,q6893,6906
3925,q4695,6905
3926,q487,6902
3927,q1198,6894
3928,q520,6894
3929,q6488,6888
3930,q9013,6886
3931,q9548,6885
3932,q1140,6881
3933,q3962,6880
3934,q9573,6878
3935,q9550,6877
3936,q5716,6876
3937,q10148,6875
3938,q3844,6873
3939,q1579,6873
3940,q1637,6872
3942,q1578,6871
3943,q1580,6871
3941,q10688,6871
3944,q1636,6870
3945,q10690,6870
3946,q1635,6870
3947,q1085,6870
3948,q10689,6870
3949,q5951,6869
3950,q2474,6869
3951,q2473,6869
3952,q4322,6868
3953,q786,6867
3954,q8952,6865
3955,q2472,6864
3956,q1685,6861
3957,q1683,6860
3958,q1352,6860
3959,q1684,6860
3960,q1202,6853
3961,q1103,6852
3963,q9565,6850
3962,q1091,6850
3964,q103,6843
3965,q8749,6836
3966,q5684,6836
3967,q4794,6835
3968,q4327,6830
3969,q3903,6825
3970,q5621,6825
3971,q3560,6824
3972,q1152,6824
3973,q357,6823
3974,q3559,6822
3975,q3558,6822
3976,q6220,6806
3977,q2047,6806
3978,q2046,6806
3979,q2048,6805
3980,q6263,6796
3981,q5160,6793
3983,q1255,6792
3982,q10291,6792
3984,q8823,6791
3985,q4452,6789
3986,q313,6788
3987,q2299,6786
3988,q6241,6786
3989,q2300,6785
3990,q2298,6784
3992,q10612,6773
3993,q10610,6773
3991,q10613,6773
3994,q10611,6772
3995,q8953,6771
3996,q4299,6769
3997,q8630,6763
3998,q8685,6762
3999,q3407,6762
4000,q3405,6761
4001,q1858,6760
4002,q9532,6760
4003,q3406,6758
4005,q1857,6757
4004,q1859,6757
4006,q453,6754
4007,q9008,6747
4008,q3130,6745
4009,q3131,6741
4010,q3129,6740
4011,q8180,6739
4012,q668,6738
4013,q8116,6734
4014,q8959,6733
4015,q5922,6731
4016,q3783,6727
4017,q2065,6723
4018,q2066,6722
4019,q2064,6722
4020,q899,6717
4021,q682,6717
4022,q3961,6716
4023,q10365,6714
4025,q10367,6713
4024,q10366,6713
4026,q10364,6712
4027,q2168,6706
4028,q2166,6702
4029,q2167,6701
4030,q988,6696
4031,q4734,6695
4032,q1856,6694
4033,q1854,6693
4034,q1855,6690
4035,q2303,6690
4036,q2302,6689
4037,q2301,6689
4038,q913,6687
4039,q8079,6685
4040,q9554,6684
4041,q8123,6682
4042,q3982,6682
4044,q2376,6681
4043,q4198,6681
4045,q2378,6680
4046,q2377,6678
4047,q5679,6678
4048,q81,6677
4049,q1080,6674
4050,q2438,6672
4051,q2436,6671
4052,q5721,6671
4053,q5157,6670
4055,q2437,6669
4054,q304,6669
4056,q2395,6664
4057,q2396,6664
4058,q2848,6663
4059,q3156,6663
4060,q2849,6663
4061,q2394,6663
4062,q2847,6662
4063,q4869,6662
4065,q3157,6660
4064,q3238,6660
4066,q3237,6659
4067,q3158,6659
4068,q3239,6658
4069,q4000,6657
4070,q6259,6654
4071,q5843,6653
4072,q1395,6653
4074,q801,6645
4073,q5269,6645
4075,q677,6643
4076,q1172,6643
4077,q12,6641
4078,q9883,6638
4079,q7379,6638
4080,q7380,6638
4081,q3955,6637
4082,q10266,6636
4085,q3081,6634
4086,q3083,6634
4084,q7383,6634
4083,q7382,6634
4087,q3082,6633
4088,q10669,6632
4089,q10667,6632
4090,q10666,6631
4091,q9105,6630
4092,q10668,6630
4093,q7381,6629
4094,q568,6625
4095,q3442,6624
4096,q3443,6624
4097,q152,6623
4098,q3441,6622
4099,q9744,6622
4100,q7772,6618
4101,q7771,6617
4102,q7770,6615
4103,q5096,6612
4104,q1539,6606
4105,q1540,6604
4106,q1541,6604
4107,q156,6602
4108,q7200,6599
4109,q7197,6599
4110,q8922,6599
4111,q7201,6599
4112,q5464,6598
4115,q7199,6595
4114,q967,6595
4113,q7198,6595
4116,q8100,6593
4117,q8734,6592
4118,q2466,6589
4119,q2468,6588
4120,q2467,6588
4121,q4903,6588
4122,q4347,6588
4123,q9492,6585
4124,q6412,6584
4125,q8739,6582
4126,q6419,6581
4127,q10150,6579
4128,q4550,6578
4129,q8910,6576
4130,q5370,6571
4131,q9741,6561
4132,q9346,6558
4133,q8722,6558
4134,q3942,6554
4135,q229,6552
4136,q1709,6550
4137,q1707,6547
4138,q1708,6547
4139,q6724,6546
4140,q1669,6544
4141,q1668,6544
4142,q2664,6544
4144,q1670,6543
4143,q2666,6543
4145,q2665,6540
4146,q2215,6540
4147,q3197,6540
4148,q2214,6539
4149,q2216,6539
4150,q3196,6538
4151,q3195,6537
4152,q1445,6535
4153,q1444,6534
4154,q4206,6533
4155,q1443,6532
4156,q9563,6530
4158,q2798,6528
4157,q2796,6528
4159,q2797,6527
4161,q5296,6523
4160,q3503,6523
4162,q3753,6522
4163,q3502,6520
4164,q3501,6520
4165,q768,6519
4166,q2219,6519
4168,q9417,6518
4167,q168,6518
4169,q2217,6517
4170,q2218,6517
4171,q67,6517
4172,q849,6516
4173,q345,6515
4174,q10755,6514
4175,q10752,6514
4176,q10754,6513
4177,q10753,6512
4179,q4551,6510
4180,q1028,6510
4178,q3901,6510
4181,q10358,6504
4182,q8968,6504
4185,q10357,6503
4186,q5937,6503
4184,q10356,6503
4183,q5197,6503
4187,q8198,6502
4188,q5590,6502
4189,q10359,6501
4190,q2340,6500
4191,q10272,6500
4192,q2341,6500
4193,q2342,6499
4194,q680,6497
4196,q3769,6495
4195,q3943,6495
4197,q9571,6492
4198,q6500,6490
4199,q989,6489
4200,q2220,6485
4201,q2221,6483
4202,q2222,6480
4203,q1100,6480
4204,q9519,6480
4206,q71,6479
4205,q3981,6479
4207,q5711,6478
4208,q782,6477
4209,q3199,6477
4210,q3106,6476
4211,q3200,6476
4212,q3198,6475
4213,q3107,6474
4214,q3105,6470
4216,q3967,6468
4215,q247,6468
4217,q10318,6466
4218,q624,6466
4219,q5505,6462
4220,q5266,6461
4221,q451,6459
4222,q8743,6457
4223,q518,6457
4224,q8720,6456
4225,q2187,6450
4226,q5200,6447
4227,q5114,6447
4228,q8950,6447
4229,q2188,6446
4230,q2189,6446
4231,q8987,6444
4232,q1362,6443
4233,q9562,6443
4234,q9958,6441
4235,q4395,6434
4236,q5976,6427
4237,q4280,6426
4238,q5301,6425
4239,q2444,6424
4240,q2442,6423
4241,q2443,6423
4242,q1047,6422
4243,q2805,6421
4245,q2807,6420
4244,q3946,6420
4246,q2806,6419
4247,q8916,6417
4248,q5532,6416
4249,q7310,6414
4250,q4542,6412
4251,q1945,6411
4253,q619,6410
4254,q7313,6410
4252,q7311,6410
4255,q7309,6409
4256,q7312,6408
4257,q1944,6407
4258,q3952,6406
4259,q1946,6406
4260,q7616,6406
4261,q7614,6405
4262,q7615,6404
4264,q7617,6402
4263,q1284,6402
4265,q7613,6401
4266,q2387,6400
4267,q9397,6398
4268,q2385,6397
4269,q2386,6396
4270,q1131,6395
4271,q5563,6394
4272,q6150,6392
4273,q10114,6392
4274,q9787,6391
4275,q1398,6389
4276,q8337,6388
4277,q8341,6386
4278,q8339,6384
4279,q9423,6384
4280,q8338,6384
4281,q8730,6383
4282,q8340,6382
4285,q8943,6377
4284,q3556,6377
4283,q3557,6377
4286,q3555,6376
4287,q6212,6375
4288,q5426,6374
4289,q315,6373
4290,q5533,6372
4291,q4191,6371
4292,q514,6369
4293,q4879,6368
4294,q4578,6367
4295,q9792,6365
4296,q480,6365
4297,q2044,6363
4298,q2041,6363
4299,q2042,6361
4300,q2040,6360
4301,q4914,6359
4302,q2045,6357
4303,q2043,6357
4304,q1818,6355
4305,q4251,6353
4306,q9385,6353
4307,q1819,6352
4308,q1820,6352
4309,q1371,6350
4310,q10293,6349
4311,q2711,6349
4312,q3686,6349
4314,q10627,6348
4313,q10626,6348
4315,q2709,6347
4316,q10629,6347
4317,q2710,6346
4318,q8399,6345
4319,q10628,6345
4320,q6360,6345
4321,q1128,6344
4322,q5029,6344
4323,q5113,6344
4324,q8815,6343
4325,q5637,6342
4326,q1904,6341
4327,q509,6340
4328,q3798,6339
4329,q6359,6338
4330,q1903,6337
4331,q1902,6337
4332,q1169,6332
4334,q558,6331
4333,q5345,6331
4335,q3671,6327
4336,q9370,6325
4337,q5706,6324
4338,q97,6322
4339,q9389,6322
4340,q4326,6315
4341,q8184,6314
4342,q570,6311
4343,q3802,6309
4345,q2075,6307
4344,q3269,6307
4346,q2073,6305
4347,q3268,6305
4348,q2074,6305
4349,q3267,6304
4350,q1141,6297
4351,q9411,6294
4352,q8974,6294
4353,q3536,6288
4354,q3534,6282
4355,q3535,6279
4356,q4108,6278
4357,q3132,6277
4358,q4789,6277
4359,q3133,6277
4360,q3134,6277
4361,q3097,6275
4362,q3096,6275
4363,q3098,6274
4364,q474,6270
4365,q1591,6269
4366,q1592,6269
4367,q8770,6267
4368,q1590,6265
4369,q3045,6265
4370,q3046,6264
4371,q4909,6263
4372,q5468,6259
4374,q4567,6257
4373,q3047,6257
4375,q5926,6250
4376,q9555,6247
4377,q2449,6244
4378,q2313,6243
4379,q88,6243
4380,q2448,6243
4381,q2450,6243
4382,q2315,6243
